Protein_Name	GH_family	Enzyme	Cluster_annotation	Cluster_description	Cluster_ID	Validation_status	Reference	EggNOG_Best_Hit	EggNOG_bestHit_pident	Bifidobacteria_species	GH_family-F1_threshold	GH-cluster threshold	HMG-utilization
SAMN06621710_437_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN16287678_484_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.6	Bifidobacterium breve	82.000	82.000	No
SAMN11944691_820_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMN06368615_425_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN10316554_103_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN19732144_1317_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN17801376_278_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN19732002_1520_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN09736665_1130_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN02471030_931_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.6	Bifidobacterium breve	82.000	82.000	No
SAMN11944995_613_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN15532691_164_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944971_1061_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944959_846_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN13135167_414_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN19732143_1318_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN11944962_1181_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944803_1785_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN07189841_1528_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	100.0	Bifidobacterium breve	82.000	82.000	No
SAMN11944719_1048_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMN06368641_345_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN08949007_341_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN02843216_417_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN15533049_256_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11945014_166_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944847_341_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN02603181_416_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN02596976_517_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN11944696_1340_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMN11944942_595_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN17801236_1032_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN11945017_170_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944767_600_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN08120363_25_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.4	Bifidobacterium longum	82.000	82.000	No
SAMN11944652_1354_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN09736422_924_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN11944802_250_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11945024_170_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN15533110_829_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944920_568_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.6	Bifidobacterium longum	82.000	82.000	No
SAMN11944829_1544_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMEA7848128_1140_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.5	Bifidobacterium breve	82.000	82.000	No
SAMN11944749_283_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN19732223_90_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMD00047607_288_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.3	Bifidobacterium breve	82.000	82.000	No
SAMN16287679_955_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN11944741_841_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMN06368649_477_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944779_593_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944625_627_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN07160977_445_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	99.2	Bifidobacterium breve	82.000	82.000	No
SAMN19732183_1883_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	96.8	Bifidobacterium longum	82.000	82.000	No
SAMN11944697_444_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMN07958353_366_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN04254466_340_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN06368645_191_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMD00061041_369_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	99.6	Bifidobacterium breve	82.000	82.000	No
SAMN11944768_490_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN16384085_656_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.4	Bifidobacterium longum	82.000	82.000	No
SAMN11944990_639_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN06827973_404_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	100.0	Bifidobacterium breve	82.000	82.000	No
SAMN11944762_471_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN09734882_905_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMEA5770188_653_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	90.4	Bifidobacterium longum	82.000	82.000	No
SAMN11944659_810_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN18034728_1823_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	1437610.BREU_0317	80.3	Bifidobacterium saguini	82.000	82.000	No
SAMN02463677_1687_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	90.4	Bifidobacterium longum	82.000	82.000	No
SAMN19732099_1319_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN06827912_383_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.5	Bifidobacterium breve	82.000	82.000	No
SAMN07958366_373_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944813_1639_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN19731868_1298_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.9	Bifidobacterium longum	82.000	82.000	No
SAMN11944686_641_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN10316452_813_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN11944748_127_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN16287599_1368_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN03105207_2036_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944680_684_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN02472064_1868_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.5	Bifidobacterium longum	82.000	82.000	No
SAMN19732098_1322_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.7	Bifidobacterium breve	82.000	82.000	No
SAMN11944806_1818_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944722_1203_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	86.6	Bifidobacterium longum	82.000	82.000	No
SAMN07189844_170_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	90.4	Bifidobacterium longum	82.000	82.000	No
SAMN11381953_1263_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	99.4	Bifidobacterium breve	82.000	82.000	No
SAMN15532701_1963_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.6	Bifidobacterium breve	82.000	82.000	No
SAMN11944751_288_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944629_877_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN17735675_1544_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	100.0	Bifidobacterium longum	82.000	82.000	No
SAMN11944662_913_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	216816.GS08_02170	99.7	Bifidobacterium longum	82.000	82.000	No
SAMN11944850_311_GH42	GH42	β-galactosidase	"GH42 - β-galactosidase (GalG-lacZ4, Bbr_0420)"	"β-galactosidase (GalG-lacZ4, Bbr_0420)"	SAMN10316672_758_GH42	Experiment	PMID: 30661116	326426.Bbr_0420	98.6	Bifidobacterium longum	82.000	82.000	No
